date,sentence,col3
2021-02-19,【机会挖掘】美国寒潮导致全球主要芯片制造厂关闭 汽车电子板块或受关注,证券时报网
2021-02-18,华西证券--电子（半导体）：车载芯片持续短缺，预示半导体景气度不减【行业研究】,金融界股吧
2021-02-18,电子(半导体)行业点评报告：车载芯片持续短缺 预示半导体景气度不减,新浪
2021-02-18,新能源汽车、光伏、白酒……最火行业牛年怎么走？,e公司
2021-02-17,韦尔股份：控股股东虞仁荣解除质押750万股及再质押750万股,每日经济新闻
2021-02-16,【银河电子傅楚雄/王恺】两会前瞻丨前瞻两会风向，关注科技创新与产业升级,中国银河证券研究
2021-02-15,押注单一赛道，公募投资呈现“行业化”,中国基金报
2021-02-14,半导体概念股2020年业绩一览：超8成公司业绩预增 61家公司合计盈利176亿元,搜狐
2021-02-10,"韦尔股份现1笔大宗交易 共成交5,702.00万元",新浪
2021-02-10,韦尔股份今日大宗交易成交20万股，成交价285.1元折价5.9%,Wind
2021-02-10,韦尔股份(603501.SH)：控股股东质押及解除质押750万股,格隆汇
2021-02-10,【东北晨会0210】光学行业深度/物管行业点评/公司点评：东宏股份、长城汽车、奇安信,东北证券研究所
2021-02-09,韦尔股份可持股过年吗？,格隆汇
2021-02-09,"韦尔股份现1笔大宗交易 共成交2,817.00万元",新浪
2021-02-09,韦尔股份今日大宗交易成交10万股，成交价281.7元折价5.91%,Wind
2021-02-09,电子行业2020年报前瞻：龙头业绩高增兑现高景气度,新浪
2021-02-09,金融产品交易量跟踪报告,新浪
2021-02-08,电子行业：临近春节市场震荡 逢低布局高成长优质标的,新浪
2021-02-08,2月8日板块复盘：涨涨涨！涨价在产业链蔓延！汽车电子标的股名单来了,中金在线
2021-02-08,电子行业：半导体缺货涨价力度不减 景气度有望延续,新浪
2021-02-08,电子行业《周观点》系列：电子周报 龙头公司业绩亮眼 行业回调迎布局良机,新浪
2021-02-08,电子行业：2021E存储芯片或将增长迅速 半导体设备开支大年,新浪
2021-02-08,【A股午盘综述】上证指数涨逾1%，创业板指涨逾2%,Wind
2021-02-08,2年7倍光伏龙头突曝大消息，股东“甩卖”158亿,证券时报网
2021-02-08,岂止社保减持！更有多只千亿大牛股被抛售，什么信号 减持股份,中国基金报
2021-02-08,押注单一赛道，公募投资呈现“行业化”,Wind
2021-02-07,资本大佬清仓宁波银行，获利超60亿！多只千亿大牛股被减持700亿,中国基金报
2021-02-06,中信证券：流动性收紧担忧下市场或延续慢涨,Wind
2021-02-05,中芯国际-U(688981)：需求旺盛带动业绩增长 扩产成熟制程空间广阔,新浪
2021-02-05,半导体1月跟踪报告：半导体产业持续高景气 涨价缺货蔓延至汽车芯片,光大证券
2021-02-05,机构存分歧 半导体ETF遇冷,中国财富网
2021-02-04,"电子持续回调，""聪明资金""逢低布局",魔都资产管理人
2021-02-04,北向资金 | 合计净流入67.71亿元，宁德时代、韦尔股份、京东方A净买入居前,上游新闻
2021-02-04,北向资金连续5日净买入，宁德时代获大举净买入逾24亿元,Wind
2021-02-03,东兴证券--韦尔股份：三重动力助推，CIS龙头加速崛起【公司研究】,金融界股吧
2021-02-02,A股共发生170宗大宗交易成交38.95亿元（2月2日）,Wind
2021-02-02,韦尔股份(603501.SH)遭股东青岛融通减持489.67万股 减持数量过半 减持股份,智通财经
2021-02-02,韦尔股份：大股东青岛融通累计减持0.56%股份 减持股份,Wind
2021-02-02,韦尔股份(603501.SH)：青岛融通已通过集中竞价减持489.669万股 减持股份,格隆汇
2021-02-02,信达证券--电子行业点评：电子持仓超配下降，机构看好IC设计及安防【行业研究】,金融界股吧
2021-02-02,科技硬件行业周报：关注苹果产业链回调与业绩预报,新浪
2021-02-02,汽车CIS重塑韦尔,新浪
2021-02-02,【万联电子 | 公募基金持仓分析】2020Q4：超配态势依旧，半导体配置创新高,万联证券研究所
2021-02-02,A股机会掘金：汽车股飙涨！智能汽车时代来临 引爆相关产业链标的,中金在线
2021-02-02,自动驾驶加速，智能汽车时代来临，关注产业链股机遇,证券时报网
2021-02-01,韦尔股份现1笔大宗交易 共成交544.40万元,新浪
2021-02-01,跨年行情未变，机构称增量资金将持续支撑市场,Wind
2021-02-01,太平洋--电子设备、仪器和元件行业周报：从悲观中挖掘果链及汽车电子的成长预期及价值【行业研究】,金融界股吧
2021-02-01,新时代证券--韦尔股份2020年报预告点评：业绩超预期，CIS受益于多赛道爆发持续增长【公司研究】,金融界股吧
2021-02-01,新能源汽车行业深度：硅含量拆解,新浪
2021-02-01,苹果公司2021年第一财季业绩解读,吉森电子研究
2021-01-30,回调或许现更佳买点 半导体军工人工智能高景气仍在,金融投资报
2021-01-30,本周北上资金逆市加仓电子股,Wind
2021-01-30,可转债“躺赢”策略已成过去式,Wind
2021-01-29,韦尔股份(603501)：三重动力助推 CIS龙头加速崛起,新浪
2021-01-29,韦尔股份现1笔大宗交易 共成交545.38万元,新浪
2021-01-29,韦尔股份等59股获北向资金连续5天增持,证券时报网
2021-01-29,21股北向资金增持额超亿元，业绩预增股受青睐,证券时报
2021-01-29,白酒不香了？北向资金连续3日净卖出贵州茅台23亿元,21世纪经济报道
2021-01-28,【华西电子孙远峰团队-Q4持仓分析】半导体重仓持续高增，集成电路首次跃居第一,远峰电子
2021-01-28,【兴证电子】Q4电子持仓分析：电子超配比例降低，半导体备受青睐,兴证电子谢恒团队
2021-01-28,【行情】国产芯片板块早盘跳水，圣邦股份跌9%，安集科技、北方华创、富瀚微、韦尔股份等纷纷走弱,金十数据
2021-01-28,订单爆了！增长10多倍，多只半导体公司业绩大爆发,e公司
2021-01-28,709家公司全年业绩预增,证券之星
2021-01-27,多家半导体公司业绩预喜，大基金减持不改行业高景气度丨牛熊眼,第一财经
2021-01-27,"韦尔股份现4笔大宗交易 共成交9,967.65万元",新浪
2021-01-27,国海证券--电子行业周报：2021M1价格涨幅再超预期，强烈推荐面板龙头【行业研究】,金融界股吧
2021-01-27,1292家公司预告全年业绩 644家预增,证券之星
2021-01-27,太平洋证券研究 1月27日最新观点：“山雨”欲来风满楼，坚定看好果链成长方向与空间！,太平洋证券研究
2021-01-27,净买入近70亿后，北向资金开始抛售这只银行股（附名单）,21世纪经济报道
2021-01-27,哪些股票基金抱团程度高？石头科技排第一,Wind
2021-01-26,北向资金今日净卖出35.41亿元，白酒股遭大幅抛售,Wind
2021-01-26,韦尔股份(603501.SH)：控股股东质押1846.15万股,格隆汇
2021-01-26,银河证券每日晨报,新浪
2021-01-26,598家公司全年业绩预增,证券之星
2021-01-26,冷门板块蹿出大黑马！两年狂涨12倍，凭什么？,上证报
2021-01-26,信用负面跟踪20210125,新浪
2021-01-25,电子行业2020Q4基金重仓分析专题：半导体/光学板块重仓规模增长 消费电子环比下降 重仓个股集中度提升,新浪
2021-01-25,电子元件行业：AIOT+汽车智能化驱动消费电子新一轮繁荣,新浪
2021-01-25,韦尔股份：控股股东减持韦尔转债244万张 占发行总量10% 减持股份,e公司
2021-01-25,韦尔股份(603501.SH)：控股股东减持10%韦尔转债 减持股份,格隆汇
2021-01-25,韦尔股份：控股股东减持10%可转债 可转债减持,Wind
2021-01-25,电子行业周报：从主题概念到业绩兑现 中国“芯”全面启动,新浪
2021-01-25,韦尔股份158亿并购助净利两年增逾15倍 虞仁荣成“芯片首富”身家达千亿,长江商报
2021-01-25,524家公司全年业绩预增,证券之星
2021-01-25,中信证券：看好国内科技板块一季度投资机会，首选港股市场,证券时报网
2021-01-25,重磅！2万亿茅台又有大消息、科技股迎利好,Wind
2021-01-24,炸锅！400亿基金经理几乎全仓半导体，还有人更激进,中国基金报
2021-01-23,太轰动！清华毕业、55岁芯片首富放大招，捐200亿筹建“宁波版西湖大学”！旗下A股暴涨45倍，市值达2800亿！,中国基金报
2021-01-23,清华毕业55岁芯片首富捐200亿筹建“宁波版西湖大学” 旗下A股公司市值达2800亿,中国基金报
2021-01-23,芯片首富岀手，捐资200亿筹建“宁波版西湖大学”，教育界频现产业资本,证券时报网
2021-01-23,中国半导体的三个阶段,半导体风向标
2021-01-23,从近500份业绩预告一窥2020年A股公司业绩,Wind
2021-01-23,加码新能源和国产替代，基金四季报透露投资新动向,Wind
2021-01-22,韦尔股份(603501)：2020年业绩超出市场预期 CIS高景气公司龙头地位提升,新浪
2021-01-22,1月22日晚间重要行业研究汇总(附股),中金在线
2021-01-22,A股港股突发跳水！1800亿龙头跌13%，4000亿医药大白马爆发,中国基金报
2021-01-22,发生了什么？早盘A股港股突发跳水 1800亿龙头狂跌,中国基金报
2021-01-22,发生了什么？刚刚，A股港股突发跳水！1800亿龙头狂跌13%， 4000亿医药大白马大爆发，冲击涨停！更有巨头转债猛涨50%熔断,中国基金报
2021-01-22,电子行业：从CES2021看电子科技网联智能发展新趋势,新浪
2021-01-22,诺安成长混合基金规模突破300亿元，蔡嵩松仍重仓半导体,Wind
2021-01-22,半导体迎接重大机遇，下游销售额超万亿（附股）,21世纪经济报道
2021-01-22,1030家公司预告全年业绩 473家预增,证券之星
2021-01-22,韦尔股份(603501)：业绩预增超预期 智能驾驶CIS打开长期空间,新浪
2021-01-21,2021年电子行业年度策略：春回景明需求可期 拨云见日国产崛起,新浪
2021-01-21,深度*公司*韦尔股份(603501)：业绩持续增长 长期成长蓝图可期,新浪
2021-01-21,韦尔股份现1笔大宗交易 共成交597.06万元,新浪
2021-01-21,电子行业深度报告：从智能手机到自动驾驶 光学创新引领先机,新浪
2021-01-21,6000亿龙头大动作！比亚迪半导体上市再获进展,券商中国
2021-01-21,2021年电子行业年度策略：复苏动能显着 国产替代渐入佳境,国联证券
2021-01-21,2021M1价格涨幅再超预期，强烈推荐面板龙头,吉森电子研究
2021-01-21,全年业绩高增长股提前看，243股净利润增幅翻倍,证券之星
2021-01-21,电子行业：台积电21年资本开支大幅增长 全球车用芯片供给紧张,新浪
2021-01-20,首份年报出炉！沃华医药净利增长87%，拟10派2.6元，股价已提前反应！这些公司业绩也将揭晓,证券时报网
2021-01-20,韦尔股份现4笔大宗交易总成交金额1.17亿元,证券时报网
2021-01-20,超九成机构抱团股业绩预增市场表现强势4股热,证券时报
2021-01-20,15公司获得推荐评级-更新中,中财网
2021-01-20,中科创达、韦尔股份等股获机构买入型评级,证券时报网
2021-01-20,"韦尔股份现4笔大宗交易 共成交11,682.50万元",新浪
2021-01-20,千亿市值白马股重回升势！5张图看清其内部分化,Wind
2021-01-20,60股今日获机构买入评级13股上涨空间超20%,证券时报网
2021-01-20,数家芯片龙头年报业绩预喜，韦尔股份净利润涨4至5倍,经济观察网
2021-01-20,韦尔股份(603501)：Q4业绩高速增长 高像素产品助力成长,新浪
2021-01-20,韦尔股份(603501)业绩预告点评报告：四季度业绩环比大幅提升 汽车CIS打开全新成长空间全新成长空间,新浪
2021-01-20,韦尔股份(603501)：Q4业绩超预期增长 高像素产品持续发力,新浪
2021-01-20,107公司利润不断改善35家步入绩优股行列,证券时报网
2021-01-20,韦尔股份(603501)：业绩爆发式增长 未来成长可期,新浪
2021-01-20,全年业绩高增长股提前看，229股净利润增幅翻倍,证券之星
2021-01-20,韦尔股份(603501)：业绩增长符合预期 手机+车载CIS前,新浪
2021-01-20,韦尔股份(603501)：2020Q4业绩再超预期 CIS缺货涨价景气度提升,新浪
2021-01-20,超九成机构抱团股业绩预增，1月以来市场表现强势,Wind
2021-01-20,超九成机构抱团股业绩预增 1月以来市场表现强势,证券时报
2021-01-19,【公司点评】韦尔股份：2020年业绩指引超预期，CIS龙头加速崛起,吉森电子研究
2021-01-19,半导体紧缺或延续至四季度，行业龙头业绩放量增长,第一财经
2021-01-19,韦尔股份(603501.SH)：“韦尔转债”将于1月22日上市,智通财经
2021-01-19,韦尔股份现9笔大宗交易均为折价成交,证券时报网
2021-01-19,韦尔股份(603501.SH)：24.4亿元可转债将于1月22日起在上交所挂牌交易,格隆汇
2021-01-19,"韦尔股份现9笔大宗交易 共成交7,478.36万元",新浪
2021-01-19,韦尔股份半个月飙涨36%，究竟是什么原因？,格隆汇
2021-01-19,韦尔股份预计2020年归母净利润增加19.84亿元至24.84亿元,资本邦
2021-01-19,电子设备、仪器和元件行业：从台积电法说会研判半导体未来发展,新浪
2021-01-19,韦尔股份(603501)：2020年业绩基本符合预期 2021有望持续高增长,新浪
2021-01-19,芯片龙头业绩股价同步创新高 超95%机构抱团股业绩预增,证券之星
2021-01-19,2700亿龙头业绩亮了！韦尔股份去年净利大增4倍以上，CIS全球第一龙头呼之欲出,21世纪经济报道
2021-01-19,韦尔股份(603501)：Q4业绩大增 长期看好汽车CMOS业务,新浪
2021-01-19,净利最高暴增5倍！韦尔股份总市值逼近2800亿,环球老虎财经
2021-01-19,99公司利润不断改善33家步入绩优股行列,证券时报网
2021-01-19,韦尔股份业绩大增 科技股再度活跃,第一财经
2021-01-19,韦尔股份净利大增4倍 这些高成长科技股值得关注,巨丰财经
2021-01-19,402家公司全年业绩预增,证券之星
2021-01-19,A股早报2021年1月19日星期二,Wind
2021-01-19,小K播早报！首批特斯拉国产ModelY交付半导体产业高景气将持续,科创板日报
2021-01-19,连拉3个20%涨停！资金迫切寻找下一个热点,中证报
2021-01-19,半导体板块迎来上涨 券商认为高景气度将继续维持（附股）,第一财经
2021-01-19,中信建投：半导体板块高景气度将继续维持 涨价趋势或将进一步蔓延,Wind
2021-01-19,调整投资节奏，基金经理慎对市场“躁动”,Wind
2021-01-18,芯片板块成抱团新方向？基金经理：市场还会轮动！,中证报
2021-01-18,我国集成电路产量加速增长 封测龙头盈利能力有望持续提升丨牛熊眼,第一财经
2021-01-18,公告精选：王府井筹划吸并首商股份；韦尔股份等公司业绩大幅预增,e公司
2021-01-18,2700亿巨头强势封涨停，净利最高暴增5倍！,中国基金报
2021-01-18,韦尔股份2020年净利预增426%至534%,上证报
2021-01-18,韦尔股份(603501.SH)预计2020年度归母净利润同比增长426.17%到533.55%,智通财经
2021-01-18,韦尔股份：预计2020年净利同比增长426.17%-533.55%,格隆汇
2021-01-18,韦尔股份涨停股价创新高，2020年业绩大幅预增,第一财经
2021-01-18,55岁中国芯片首富，捐出200亿：建一所理工大学,猎云网
2021-01-18,涨停复盘 | 多点开花 个股普涨 宜宾纸业收获9连板,第一财经
2021-01-18,韦尔股份：2020年度净利润预增426.17%到533.55%,e公司
2021-01-18,韦尔股份：2020净利增加19.84亿-24.84亿 同比增426.17%-533.55%,新浪
2021-01-18,韦尔股份：预计2020年净利润同比将增加19.84亿-24.84亿元,36氪
2021-01-18,涨停板解密：化工股迎涨停潮！（1月18日）,Wind
2021-01-18,1月18日晚间重要行业研究汇总(附股),中金在线
2021-01-18,电子行业周报：台积电资本开支超预期 面板价格上行板块业绩亮眼,华安证券
2021-01-18,科技硬件周报：投资人关注台积电业绩,新浪
2021-01-18,半导体板块发力走高 韦尔股份一度涨停再创新高,证券时报网
2021-01-18,芯片ETF大涨超6%，今年以来累计涨幅超18%,Wind
2021-01-18,电子半导体板块持续走高，韦尔股份涨停，成交额超37亿元,Wind
2021-01-18,芯片股大爆发！千亿资金狂买这类股，新抱团来了？,中国基金报
2021-01-18,1.8万亿新资金抱团，新宠是谁？,上证报
2021-01-18,光学行业深度追踪系列第25期(2020年12月)：2020多重因素扰动 2021光学加速升级,新浪
2021-01-18,A股异动|韦尔股份(603501.SH)涨超9%创历史新高市值超2700亿元,格隆汇
2021-01-18,半导体概念股直线攀升，思瑞浦涨超10%,Wind
2021-01-18,台积电2020Q4业绩解读及2021Q1展望,吉森电子研究
2021-01-18,抱团股走向关键时点，多家机构发警示，内外资仍在抢筹,券商中国
2021-01-17,安信研究|晨会在线20210119,安信证券研究
2021-01-15,晚间重要公告2021年1月15日星期五,Wind
2021-01-15,韦尔股份(603501.SH)：股东青岛融通累计减持1880.72万股持股降至5%以下 减持股份,格隆汇
2021-01-15,"韦尔股份现2笔大宗交易 共成交5,239.80万元",新浪
2021-01-15,韦尔股份：青岛融通累计减持公司2.16%股权 减持股份,e公司
2021-01-15,韦尔股份:股东青岛融通累计减持公司1881万股 占总股本的2.1677% 减持股份,新浪
2021-01-15,韦尔股份：青岛融通减持2.1677%股份 减持股份,Wind
2021-01-15,华龙内参2021年第10期 总第841期(电子版)：指数跌 个股涨,新浪
2021-01-15,A股异动 | 韦尔股份(603501.SH)涨6.48% 股价再创历史新高,格隆汇
2021-01-15,汽车芯片短缺 概念股已涨飞！2021年科技股最大的方向是智能汽车,红周刊
2021-01-15,高端制造集体提速,南方财经网
2021-01-14,图像传感器严重短缺，龙头厂商大幅提价,Wind
2021-01-14,韦尔股份(603501.SH)：减持期届满2名董事合计减持135.5万股 减持股份,格隆汇
2021-01-14,出口型企业黑马频出，“双冠王”实至名归,Wind
2021-01-14,解盘：题材股反弹，光刻胶、IDC、摄像头、高铁领涨,Wind
2021-01-14,半导体板块拉升，韦尔股份、中芯国际-U、三安光电、卓胜微、中微公司等普涨,Wind
2021-01-14,【行情】半导体板块开盘走高，晶方科技大涨6%，三环集团、韦尔股份、南大光电、圣邦股份走高,金十数据
2021-01-13,芯片行业前景一片大好,Ofweek
2021-01-13,金融产品交易量跟踪报告,新浪
2021-01-13,A股公司纷纷亮相CES，消费电子产业有望迎来新发展周期,Wind
2021-01-12,“高级倒爷”变身中国芯片首富，背后是谁的力量？,华夏时报
2021-01-12,"韦尔股份现4笔大宗交易 共成交13,148.20万元",新浪
2021-01-12,风向真的变了，涨到极致股东减持意愿也降低？,Wind
2021-01-12,电子周报：智能车步入新时代 汽车电子迎来高速成长期,新浪
2021-01-12,电子行业周报：荣耀5G新机发布 面板价格继续上行,华安证券
2021-01-12,【银河晨报】1.12丨1季度CPI仍然负增长—2020年12月通胀点评,中国银河证券研究
2021-01-12,什么信号？A股创开年最大跌幅，抱团更向龙头集中,证券时报网
2021-01-11,半导体龙头再创历史新高，市值逼近中芯国际！光学赛道高景气，持续高增长股曝光,证券时报网
2021-01-11,"韦尔股份现6笔大宗交易 共成交15,816.56万元",新浪
2021-01-11,电子行业周报：面板价格涨势不休 苹果月度数据上佳,新浪
2021-01-11,汽车芯片“告急”！韦尔股份等概念股应声大涨,环球老虎财经
2021-01-11,A股收盘综述：上证指数跌1.08%，新能源、白酒、资源板块集体回调,Wind
2021-01-11,重磅突发！百度宣布重大决定，龙头股秒板，超5万手大单封死涨停,证券时报网
2021-01-11,半导体股集体走强韦尔股份、三安光电创历史新高,格隆汇
2021-01-11,解盘：人气略有回升，半导体设备、稀土、摄像头、汽车领涨,Wind
2021-01-11,A股午盘综述：上证指数跌0.23%，半导体、汽车、石化板块走强,Wind
2021-01-11,半导体板块走势活跃，涨价潮蔓延，行业景气度持续向上,证券时报网
2021-01-11,比亚迪、海康、三一、长城、药明康德、万华化学等明星股市值均刷新历史新高,Wind
2021-01-11,芯片短缺，全球五大车企同时告急，相关概念股应声大涨,第一财经
2021-01-11,芯片短缺催生行情，芯片板块今早大幅走强,Wind
2021-01-11,韦尔股份涨超8%再创新高，市值突破2500亿元,Wind
2021-01-11,【行情】半导体板块走高，铜峰电子封板，韦尔股份涨5%，全志科技、扬杰科技、兆易创新、华润微、士兰微跟涨,金十数据
2021-01-11,北向资金一周动向盘点：放大量，战略性调仓,Wind
2021-01-11,固态电池大事件，续航超1000公里！蔚来重磅发布150度电池包,证券时报网
2021-01-10,电子行业周报：SEMI上调全球半导体材料市场预测 我国将超越韩国位居全球第二,新浪
2021-01-08,韦尔股份：董事、高级管理人员减持0.09%股份 减持股份,Wind
2021-01-08,韦尔股份：控股股东虞仁荣累计减持600万股，占公司总股本的0.69% 减持股份,Wind
2021-01-08,韦尔股份(603501.SH)：副总经理纪刚减持数量过半累计减持80万股 减持股份,格隆汇
2021-01-08,韦尔股份(603501.SH)：控股股东减持数过半累计减持600万股 减持股份,格隆汇
2021-01-08,韦尔股份旗下豪威科技发布4000万像素智能手机图像传感器,格隆汇
2021-01-08,2020年11月中国消费电子行业月报：光学升级拐点 品牌格局重塑,新浪
2021-01-07,半导体芯日报|基金经理：新能源光伏至少有10倍空间 半导体也一样,新浪
2021-01-07,预计业绩会大幅增长的科技股,证券导报
2021-01-07,北向资金动向盘点：重手卖出食品饮料、医药,Wind
2021-01-07,北向资金大幅抛售白酒股，却增持这一板块（附股）,21世纪经济报道
2021-01-06,北向资金合计净流入2.36亿元，韦尔股份、中国平安、中国中免净买入额居前,重庆商报
2021-01-06,"韦尔股份现2笔大宗交易 共成交5,048.61万元",新浪
2021-01-06,北向资金净买入2.36亿元韦尔股份获净买入3.95亿元,格隆汇
2021-01-06,北向资金今日净买入2.36亿元，白酒股持续遭减仓,Wind
2021-01-06,解盘：成交量放大，军工、基建、乳业、高端装备领涨,Wind
2021-01-06,芯片股局部活跃，韦尔股份、中芯国际-U、中微公司、寒武纪-U走强,Wind
2021-01-06,快讯：半导体板块走高 韦尔股份大涨5%,新浪
2021-01-06,【行情】半导体板块走高，韦尔股份大涨5%，中芯国际涨4%，沪硅产业、卓胜微、长电科技等走高,金十数据
2021-01-06,半导体行业又掀涨价潮 机构看好5大主线（附股）,科创板日报
2021-01-06,半导体新年涨价潮至：多家上市公司发函提价，产业链连锁反应加剧,Wind
2021-01-06,中证报头版：成交续破万亿，春季行情分化特征凸显,Wind
2021-01-05,韦尔股份(603501.SH)：控股股东一致行动人虞小荣累计减持58.88万股减持计划实施完成 拟减持股份,格隆汇
2021-01-05,韦尔股份：控股股东一致行动人累计减持0.07%公司股份 减持股份,Wind
2021-01-05,"韦尔股份现4笔大宗交易 共成交11,013.99万元",新浪
2021-01-05,涨停板解密：食品饮料板块火爆引领市场（1月5日）,Wind
2021-01-05,半导体板块发力拉升 韦尔股份晶方科技等涨停,证券时报网
2021-01-05,韦尔股份股价创新高，融资客抢先加仓,证券时报网
2021-01-05,芯片板块拉升，闻泰科技、韦尔股份、紫光国微领涨,Wind
2021-01-05,32股获券商买入评级，成都银行目标涨幅达52.91%,Wind
2021-01-04,电子行业周报：电子板块2020年度行情回顾及2021年投资展望,国海证券
2021-01-04,电子行业-半导体：厉兵秣马 迈入“芯”征程,新浪
2021-01-04,电子行业周报：面板维持上涨 半导体产能紧张依旧,华安证券
2021-01-04,上海韦尔半导体股份有限公司 公开发行可转换公司债券发行结果公告,中证报
2021-01-03,韦尔股份(603501)：OV64B重塑非旗舰手机主摄CIS格局,广发证券
2021-01-01,2021年券商看好的十大板块,Wind
2020-12-31,一份研报引爆牛市？至少25只个股评级被调高，来看名单,券商中国
2020-12-29,韦尔股份(603501.SH)可转债网上中签结果出炉：中签号共625516个,格隆汇
2020-12-29,35股获券商买入评级 华宇软件目标涨幅达93.41%,Wind
2020-12-28,转债申购结果：韦尔股份转债公布中签率,中财网
2020-12-28,年报行情提前预热，两大特征提前锁定98只黑马,Wind
2020-12-28,电子周报：快充和激光雷达步入快车道 半导体景气度高昂,新浪
2020-12-28,电子行业周报：小米11取消标配充电头 关注快充投资机遇,新浪
2020-12-28,韦尔股份(603501)：发行可转债建设RW产线 提升竞争力,广发证券
2020-12-28,传京东方12月已向iPhone 12产品供货OLED面板,Ofweek
2020-12-28,5股获买入评级 最新:潍柴动力,中财网
2020-12-27,【民生研究】周观点汇总：关注景气度触底而估值承压的板块投资机会,MS研究
2020-12-27,【中信建投电子|刘双锋&雷鸣团队】周报：安卓新机密集发布，光学升级仍为主要趋势；晶圆产能供不应求将持续至21H1,中信建投电子研究
2020-12-25,电子行业2021年投资策略报告：经济复苏创新驱动 电子行业景气上行,新浪
2020-12-25,韦尔股份(603501)公司点评：转债募资封测后道 强化CIS龙头地位,新浪
2020-12-24,韦尔转债投资价值分析：CMOS图像传感器芯片设计领先企业,新浪
2020-12-24,韦尔股份拟公开发行24.4亿元可转债，加码CMOS图像传感器,搜狐
2020-12-24,力芯微：净利润水分大 关联交易释而不清,新浪
2020-12-24,韦尔股份(603501)：发行可转债 加大布局CMOS研发及晶圆封测,新浪
2020-12-24,“拟大比例减持+业绩堪忧股”名单来了 拟减持股份,证券时报网
2020-12-24,银河证券：国产替代将是电子行业的重要旋律 看好半导体产业链保持较高景气度,证券时报网
2020-12-24,【银河晨报】12.24丨电子：以日本为鉴，看中国电子行业未来之路,中国银河证券研究
2020-12-23,韦尔股份(603501.SH)拟公开发行24.4亿元可转换公司债券,智通财经
2020-12-23,他山之石系列：以日本为鉴 看中国电子行业未来之路,新浪
2020-12-23,韦尔股份(603501.SH)拟发行24.4亿元可转债初始转股价222.83元/股,格隆汇
2020-12-23,【兴证固收·转债】CMOS图像传感器芯片设计领先企业——韦尔转债投资价值分析,兴证固收研究
2020-12-23,IOT深度追踪系列第11期(2020年11月)：年末大促IOT需求整体旺盛 AIRPODSMAX供需仍趋紧,新浪
2020-12-22,光学行业深度追踪系列第24期：安卓端AP芯片缺货为短期扰动 苹果端拉货动能持续,新浪
2020-12-22,方正证券：汽车半导体研究框架,方正证券
2020-12-22,芯片股整体疲软，立昂微、韦尔股份、富瀚微、卓胜微领跌,Wind
2020-12-22,电子行业周报：功率半导体板块投资机会解析,国海证券
2020-12-21,【研报掘金】中芯国际被列入实体清单叠加税务优惠 半导体国产替代有望加速,证券时报网
2020-12-21,电子行业周报：面板继续上行 政策精准扶持晶圆制造,华安证券
2020-12-19,半导体深度报告：三大周期再度共振，开启上行周期,新浪
2020-12-19,力芯微：净利润水分大 关联交易释而不清,证券市场周刊
2020-12-18,"韦尔股份现1笔大宗交易 共成交1,064.40万元",新浪
2020-12-18,芯片关键技术获重大突破！集成电路全名单出炉,证券时报网
2020-12-17,韦尔董事长虞仁荣捐资200多亿元在宁波建设一所新型研究型大学,新浪
2020-12-17,韦尔股份近期遭多次减持 青岛融通已再减持903万股 减持股份,GPLP犀牛财经
2020-12-17,轰动网络！芯片首富岀手，捐资200亿筹建“宁波版西湖大学”，教育界频现产业资本,证券时报网
2020-12-16,韦尔股份现1笔大宗交易 共成交217.00万元,新浪
2020-12-15,韦尔股份现1笔大宗交易 共成交214.00万元,新浪
2020-12-15,斯达半导、新洁能闪崩跌停拖累半导体板块，中芯国际-U、韦尔股份等大跌,Wind
2020-12-15,电子元器件周报：电子元器件涨价趋势蔓延 行业景气度维持上行,新浪
2020-12-15,电子周报：部分芯片缺货影响镜头放量 半导体芯芯向荣,新浪
2020-12-15,2020年十大减持王曝光 药明康德套现金额居首 减持股份,投资快报
2020-12-14,韦尔股份(603501.SH)遭主要股东青岛融通减持902.96万股 减持股份,智通财经
2020-12-14,电子投资新机遇：新时代、新格局,新浪
2020-12-14,韦尔股份(603501.SH)：控股股东虞仁荣质押700万股,格隆汇
2020-12-14,"韦尔股份现3笔大宗交易 共成交6,053.90万元",新浪
2020-12-14,韦尔股份(603501.SH)：股东青岛融通减持比例达1.0456% 减持股份,格隆汇
2020-12-14,韦尔股份：青岛融通累计减持比例达总股本1.0456% 减持股份,Wind
2020-12-14,12月新增近300笔上市公司减持计划，呈现四大特征,Wind
2020-12-14,电子行业周报：面板价格维持上涨 半导体产能紧张持续,华安证券
2020-12-14,A股早报2020年12月14日星期一,Wind
2020-12-14,【银河电子】2021年度策略：新时代、新格局、电子投资新机遇,中国银河证券研究
2020-12-14,“缺芯”再度蔓延，有人在操纵产业链？大资金在筹划跑路了,e公司
2020-12-12,A股离奇一幕：尾盘砸盘多只大蓝筹，扫货茅台工行,Wind
2020-12-12,A股离奇一幕：尾盘砸盘多只大蓝筹，同时扫货茅台工行,Wind
2020-12-12,汽车缺“芯”背后：危机真实存在，影响相对有限,证券时报
2020-12-11,"韦尔股份现2笔大宗交易 共成交21,590.00万元",新浪
2020-12-11,北向资金今日净卖出39.68亿元，洋河股份等3股净卖出额创历史新高,Wind
2020-12-11,什么情况？权重股收盘集合竞价频现亿元大单进出,Wind
2020-12-11,融资客青睐10股，城市传媒买入占比高达38.05%,Wind
2020-12-11,韦尔股份(603501)点评：受益汽车智能化发展 深度布局车载CIS,新浪
